id,question,category,expected_concepts,role,difficulty
technical_queue_whatis,What is queue and how is it used?,technical,definition of queue|core purpose|common use cases|example,Software Engineer,medium
technical_dictionary_whatis,What is dictionary and how is it used?,technical,definition of dictionary|core purpose|common use cases|example,Software Engineer,hard
technical_lambda_function_whatis,What is lambda function and how is it used?,technical,definition of lambda function|core purpose|common use cases|example,Software Engineer,easy
technical_virtual_memory_whatis,What is virtual memory and how is it used?,technical,definition of virtual memory|core purpose|common use cases|example,Software Engineer,medium
technical_exception_handling_whatis,What is exception handling and how is it used?,technical,definition of exception handling|core purpose|common use cases|example,Software Engineer,medium
technical_binary_search_whatis,What is binary search and how is it used?,technical,definition of binary search|core purpose|common use cases|example,Software Engineer,easy
technical_linked_list_whatis,What is linked list and how is it used?,technical,definition of linked list|core purpose|common use cases|example,Software Engineer,medium
technical_merge_sort_whatis,What is merge sort and how is it used?,technical,definition of merge sort|core purpose|common use cases|example,Software Engineer,easy
technical_interface_whatis,What is interface and how is it used?,technical,definition of interface|core purpose|common use cases|example,Software Engineer,medium
technical_list_internals,How does list work internally?,technical,internal mechanism of list|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_tuple_internals,How does tuple work internally?,technical,internal mechanism of tuple|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_array_internals,How does array work internally?,technical,internal mechanism of array|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_hashmap_internals,How does hashmap work internally?,technical,internal mechanism of hashmap|implementation details|underlying data structure or process|example,Software Engineer,easy
technical_recursion_internals,How does recursion work internally?,technical,internal mechanism of recursion|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_inheritance_internals,How does inheritance work internally?,technical,internal mechanism of inheritance|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_encapsulation_internals,How does encapsulation work internally?,technical,internal mechanism of encapsulation|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_polymorphism_internals,How does polymorphism work internally?,technical,internal mechanism of polymorphism|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_pointers_internals,How does pointers work internally?,technical,internal mechanism of pointers|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_rest_api_internals,How does REST API work internally?,technical,internal mechanism of REST API|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_sql_injection_internals,How does SQL injection work internally?,technical,internal mechanism of SQL injection|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_multithreading_internals,How does multithreading work internally?,technical,internal mechanism of multithreading|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_deadlock_internals,How does deadlock work internally?,technical,internal mechanism of deadlock|implementation details|underlying data structure or process|example,Software Engineer,easy
technical_garbage_collection_internals,How does garbage collection work internally?,technical,internal mechanism of garbage collection|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_big_o_notation_internals,How does Big O notation work internally?,technical,internal mechanism of Big O notation|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_stack_internals,How does stack work internally?,technical,internal mechanism of stack|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_queue_internals,How does queue work internally?,technical,internal mechanism of queue|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_dictionary_internals,How does dictionary work internally?,technical,internal mechanism of dictionary|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_lambda_function_internals,How does lambda function work internally?,technical,internal mechanism of lambda function|implementation details|underlying data structure or process|example,Software Engineer,easy
technical_virtual_memory_internals,How does virtual memory work internally?,technical,internal mechanism of virtual memory|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_exception_handling_internals,How does exception handling work internally?,technical,internal mechanism of exception handling|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_binary_search_internals,How does binary search work internally?,technical,internal mechanism of binary search|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_linked_list_internals,How does linked list work internally?,technical,internal mechanism of linked list|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_merge_sort_internals,How does merge sort work internally?,technical,internal mechanism of merge sort|implementation details|underlying data structure or process|example,Software Engineer,hard
technical_interface_internals,How does interface work internally?,technical,internal mechanism of interface|implementation details|underlying data structure or process|example,Software Engineer,medium
technical_list_importance,Why is list important in programming?,technical,problem list solves|benefits|real-world impact|example,Software Engineer,medium
technical_tuple_importance,Why is tuple important in programming?,technical,problem tuple solves|benefits|real-world impact|example,Software Engineer,medium
technical_array_importance,Why is array important in programming?,technical,problem array solves|benefits|real-world impact|example,Software Engineer,hard
technical_hashmap_importance,Why is hashmap important in programming?,technical,problem hashmap solves|benefits|real-world impact|example,Software Engineer,hard
technical_recursion_importance,Why is recursion important in programming?,technical,problem recursion solves|benefits|real-world impact|example,Software Engineer,hard
technical_inheritance_importance,Why is inheritance important in programming?,technical,problem inheritance solves|benefits|real-world impact|example,Software Engineer,hard
technical_encapsulation_importance,Why is encapsulation important in programming?,technical,problem encapsulation solves|benefits|real-world impact|example,Software Engineer,easy
technical_polymorphism_importance,Why is polymorphism important in programming?,technical,problem polymorphism solves|benefits|real-world impact|example,Software Engineer,medium
technical_pointers_importance,Why is pointers important in programming?,technical,problem pointers solves|benefits|real-world impact|example,Software Engineer,easy
technical_rest_api_importance,Why is REST API important in programming?,technical,problem REST API solves|benefits|real-world impact|example,Software Engineer,easy
technical_sql_injection_importance,Why is SQL injection important in programming?,technical,problem SQL injection solves|benefits|real-world impact|example,Software Engineer,hard
technical_multithreading_importance,Why is multithreading important in programming?,technical,problem multithreading solves|benefits|real-world impact|example,Software Engineer,easy
technical_deadlock_importance,Why is deadlock important in programming?,technical,problem deadlock solves|benefits|real-world impact|example,Software Engineer,easy
technical_garbage_collection_importance,Why is garbage collection important in programming?,technical,problem garbage collection solves|benefits|real-world impact|example,Software Engineer,hard
technical_big_o_notation_importance,Why is Big O notation important in programming?,technical,problem Big O notation solves|benefits|real-world impact|example,Software Engineer,medium
technical_stack_importance,Why is stack important in programming?,technical,problem stack solves|benefits|real-world impact|example,Software Engineer,easy
technical_queue_importance,Why is queue important in programming?,technical,problem queue solves|benefits|real-world impact|example,Software Engineer,hard
technical_dictionary_importance,Why is dictionary important in programming?,technical,problem dictionary solves|benefits|real-world impact|example,Software Engineer,hard
technical_lambda_function_importance,Why is lambda function important in programming?,technical,problem lambda function solves|benefits|real-world impact|example,Software Engineer,hard
technical_virtual_memory_importance,Why is virtual memory important in programming?,technical,problem virtual memory solves|benefits|real-world impact|example,Software Engineer,medium
technical_exception_handling_importance,Why is exception handling important in programming?,technical,problem exception handling solves|benefits|real-world impact|example,Software Engineer,medium
technical_binary_search_importance,Why is binary search important in programming?,technical,problem binary search solves|benefits|real-world impact|example,Software Engineer,medium
technical_linked_list_importance,Why is linked list important in programming?,technical,problem linked list solves|benefits|real-world impact|example,Software Engineer,easy
technical_merge_sort_importance,Why is merge sort important in programming?,technical,problem merge sort solves|benefits|real-world impact|example,Software Engineer,medium
technical_interface_importance,Why is interface important in programming?,technical,problem interface solves|benefits|real-world impact|example,Software Engineer,easy
technical_list_over_tuple,When would you use list over tuple?,technical,scenario favoring list|scenario favoring tuple|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_array,When would you use list over array?,technical,scenario favoring list|scenario favoring array|trade-offs|decision criteria,Software Engineer,easy
technical_list_over_hashmap,When would you use list over hashmap?,technical,scenario favoring list|scenario favoring hashmap|trade-offs|decision criteria,Software Engineer,easy
technical_list_over_recursion,When would you use list over recursion?,technical,scenario favoring list|scenario favoring recursion|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_inheritance,When would you use list over inheritance?,technical,scenario favoring list|scenario favoring inheritance|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_encapsulation,When would you use list over encapsulation?,technical,scenario favoring list|scenario favoring encapsulation|trade-offs|decision criteria,Software Engineer,medium
technical_list_over_polymorphism,When would you use list over polymorphism?,technical,scenario favoring list|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,medium
technical_list_over_pointers,When would you use list over pointers?,technical,scenario favoring list|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_rest_api,When would you use list over REST API?,technical,scenario favoring list|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_sql_injection,When would you use list over SQL injection?,technical,scenario favoring list|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_multithreading,When would you use list over multithreading?,technical,scenario favoring list|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,medium
technical_list_over_deadlock,When would you use list over deadlock?,technical,scenario favoring list|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_garbage_collection,When would you use list over garbage collection?,technical,scenario favoring list|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_big_o_notation,When would you use list over Big O notation?,technical,scenario favoring list|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_list_over_stack,When would you use list over stack?,technical,scenario favoring list|scenario favoring stack|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_queue,When would you use list over queue?,technical,scenario favoring list|scenario favoring queue|trade-offs|decision criteria,Software Engineer,easy
technical_list_over_dictionary,When would you use list over dictionary?,technical,scenario favoring list|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,medium
technical_list_over_lambda_function,When would you use list over lambda function?,technical,scenario favoring list|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,easy
technical_list_over_virtual_memory,When would you use list over virtual memory?,technical,scenario favoring list|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_list_over_exception_handling,When would you use list over exception handling?,technical,scenario favoring list|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,medium
technical_list_over_binary_search,When would you use list over binary search?,technical,scenario favoring list|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_linked_list,When would you use list over linked list?,technical,scenario favoring list|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,hard
technical_list_over_merge_sort,When would you use list over merge sort?,technical,scenario favoring list|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_list_over_interface,When would you use list over interface?,technical,scenario favoring list|scenario favoring interface|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_array,When would you use tuple over array?,technical,scenario favoring tuple|scenario favoring array|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_hashmap,When would you use tuple over hashmap?,technical,scenario favoring tuple|scenario favoring hashmap|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_recursion,When would you use tuple over recursion?,technical,scenario favoring tuple|scenario favoring recursion|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_inheritance,When would you use tuple over inheritance?,technical,scenario favoring tuple|scenario favoring inheritance|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_encapsulation,When would you use tuple over encapsulation?,technical,scenario favoring tuple|scenario favoring encapsulation|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_polymorphism,When would you use tuple over polymorphism?,technical,scenario favoring tuple|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_pointers,When would you use tuple over pointers?,technical,scenario favoring tuple|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_rest_api,When would you use tuple over REST API?,technical,scenario favoring tuple|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_sql_injection,When would you use tuple over SQL injection?,technical,scenario favoring tuple|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_multithreading,When would you use tuple over multithreading?,technical,scenario favoring tuple|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_deadlock,When would you use tuple over deadlock?,technical,scenario favoring tuple|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_garbage_collection,When would you use tuple over garbage collection?,technical,scenario favoring tuple|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_big_o_notation,When would you use tuple over Big O notation?,technical,scenario favoring tuple|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_stack,When would you use tuple over stack?,technical,scenario favoring tuple|scenario favoring stack|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_queue,When would you use tuple over queue?,technical,scenario favoring tuple|scenario favoring queue|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_dictionary,When would you use tuple over dictionary?,technical,scenario favoring tuple|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_lambda_function,When would you use tuple over lambda function?,technical,scenario favoring tuple|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_virtual_memory,When would you use tuple over virtual memory?,technical,scenario favoring tuple|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,hard
technical_tuple_over_exception_handling,When would you use tuple over exception handling?,technical,scenario favoring tuple|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_binary_search,When would you use tuple over binary search?,technical,scenario favoring tuple|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_tuple_over_linked_list,When would you use tuple over linked list?,technical,scenario favoring tuple|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_merge_sort,When would you use tuple over merge sort?,technical,scenario favoring tuple|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,easy
technical_tuple_over_interface,When would you use tuple over interface?,technical,scenario favoring tuple|scenario favoring interface|trade-offs|decision criteria,Software Engineer,easy
technical_array_over_hashmap,When would you use array over hashmap?,technical,scenario favoring array|scenario favoring hashmap|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_recursion,When would you use array over recursion?,technical,scenario favoring array|scenario favoring recursion|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_inheritance,When would you use array over inheritance?,technical,scenario favoring array|scenario favoring inheritance|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_encapsulation,When would you use array over encapsulation?,technical,scenario favoring array|scenario favoring encapsulation|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_polymorphism,When would you use array over polymorphism?,technical,scenario favoring array|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_pointers,When would you use array over pointers?,technical,scenario favoring array|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,easy
technical_array_over_rest_api,When would you use array over REST API?,technical,scenario favoring array|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_sql_injection,When would you use array over SQL injection?,technical,scenario favoring array|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,easy
technical_array_over_multithreading,When would you use array over multithreading?,technical,scenario favoring array|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_deadlock,When would you use array over deadlock?,technical,scenario favoring array|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_garbage_collection,When would you use array over garbage collection?,technical,scenario favoring array|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_big_o_notation,When would you use array over Big O notation?,technical,scenario favoring array|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_array_over_stack,When would you use array over stack?,technical,scenario favoring array|scenario favoring stack|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_queue,When would you use array over queue?,technical,scenario favoring array|scenario favoring queue|trade-offs|decision criteria,Software Engineer,easy
technical_array_over_dictionary,When would you use array over dictionary?,technical,scenario favoring array|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_lambda_function,When would you use array over lambda function?,technical,scenario favoring array|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_virtual_memory,When would you use array over virtual memory?,technical,scenario favoring array|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_exception_handling,When would you use array over exception handling?,technical,scenario favoring array|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,easy
technical_array_over_binary_search,When would you use array over binary search?,technical,scenario favoring array|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_linked_list,When would you use array over linked list?,technical,scenario favoring array|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,medium
technical_array_over_merge_sort,When would you use array over merge sort?,technical,scenario favoring array|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,hard
technical_array_over_interface,When would you use array over interface?,technical,scenario favoring array|scenario favoring interface|trade-offs|decision criteria,Software Engineer,easy
technical_hashmap_over_recursion,When would you use hashmap over recursion?,technical,scenario favoring hashmap|scenario favoring recursion|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_inheritance,When would you use hashmap over inheritance?,technical,scenario favoring hashmap|scenario favoring inheritance|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_encapsulation,When would you use hashmap over encapsulation?,technical,scenario favoring hashmap|scenario favoring encapsulation|trade-offs|decision criteria,Software Engineer,easy
technical_hashmap_over_polymorphism,When would you use hashmap over polymorphism?,technical,scenario favoring hashmap|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_pointers,When would you use hashmap over pointers?,technical,scenario favoring hashmap|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_rest_api,When would you use hashmap over REST API?,technical,scenario favoring hashmap|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_sql_injection,When would you use hashmap over SQL injection?,technical,scenario favoring hashmap|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_multithreading,When would you use hashmap over multithreading?,technical,scenario favoring hashmap|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_deadlock,When would you use hashmap over deadlock?,technical,scenario favoring hashmap|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_garbage_collection,When would you use hashmap over garbage collection?,technical,scenario favoring hashmap|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,easy
technical_hashmap_over_big_o_notation,When would you use hashmap over Big O notation?,technical,scenario favoring hashmap|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_stack,When would you use hashmap over stack?,technical,scenario favoring hashmap|scenario favoring stack|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_queue,When would you use hashmap over queue?,technical,scenario favoring hashmap|scenario favoring queue|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_dictionary,When would you use hashmap over dictionary?,technical,scenario favoring hashmap|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,easy
technical_hashmap_over_lambda_function,When would you use hashmap over lambda function?,technical,scenario favoring hashmap|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_virtual_memory,When would you use hashmap over virtual memory?,technical,scenario favoring hashmap|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_hashmap_over_exception_handling,When would you use hashmap over exception handling?,technical,scenario favoring hashmap|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,hard
technical_hashmap_over_binary_search,When would you use hashmap over binary search?,technical,scenario favoring hashmap|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_linked_list,When would you use hashmap over linked list?,technical,scenario favoring hashmap|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_merge_sort,When would you use hashmap over merge sort?,technical,scenario favoring hashmap|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_hashmap_over_interface,When would you use hashmap over interface?,technical,scenario favoring hashmap|scenario favoring interface|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_inheritance,When would you use recursion over inheritance?,technical,scenario favoring recursion|scenario favoring inheritance|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_encapsulation,When would you use recursion over encapsulation?,technical,scenario favoring recursion|scenario favoring encapsulation|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_polymorphism,When would you use recursion over polymorphism?,technical,scenario favoring recursion|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_pointers,When would you use recursion over pointers?,technical,scenario favoring recursion|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_rest_api,When would you use recursion over REST API?,technical,scenario favoring recursion|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_sql_injection,When would you use recursion over SQL injection?,technical,scenario favoring recursion|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_multithreading,When would you use recursion over multithreading?,technical,scenario favoring recursion|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_deadlock,When would you use recursion over deadlock?,technical,scenario favoring recursion|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_garbage_collection,When would you use recursion over garbage collection?,technical,scenario favoring recursion|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_big_o_notation,When would you use recursion over Big O notation?,technical,scenario favoring recursion|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_recursion_over_stack,When would you use recursion over stack?,technical,scenario favoring recursion|scenario favoring stack|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_queue,When would you use recursion over queue?,technical,scenario favoring recursion|scenario favoring queue|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_dictionary,When would you use recursion over dictionary?,technical,scenario favoring recursion|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_lambda_function,When would you use recursion over lambda function?,technical,scenario favoring recursion|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,easy
technical_recursion_over_virtual_memory,When would you use recursion over virtual memory?,technical,scenario favoring recursion|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_exception_handling,When would you use recursion over exception handling?,technical,scenario favoring recursion|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_binary_search,When would you use recursion over binary search?,technical,scenario favoring recursion|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,easy
technical_recursion_over_linked_list,When would you use recursion over linked list?,technical,scenario favoring recursion|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,hard
technical_recursion_over_merge_sort,When would you use recursion over merge sort?,technical,scenario favoring recursion|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_recursion_over_interface,When would you use recursion over interface?,technical,scenario favoring recursion|scenario favoring interface|trade-offs|decision criteria,Software Engineer,hard
technical_inheritance_over_encapsulation,When would you use inheritance over encapsulation?,technical,scenario favoring inheritance|scenario favoring encapsulation|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_polymorphism,When would you use inheritance over polymorphism?,technical,scenario favoring inheritance|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_pointers,When would you use inheritance over pointers?,technical,scenario favoring inheritance|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,hard
technical_inheritance_over_rest_api,When would you use inheritance over REST API?,technical,scenario favoring inheritance|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_inheritance_over_sql_injection,When would you use inheritance over SQL injection?,technical,scenario favoring inheritance|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,hard
technical_inheritance_over_multithreading,When would you use inheritance over multithreading?,technical,scenario favoring inheritance|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,easy
technical_inheritance_over_deadlock,When would you use inheritance over deadlock?,technical,scenario favoring inheritance|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_garbage_collection,When would you use inheritance over garbage collection?,technical,scenario favoring inheritance|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_big_o_notation,When would you use inheritance over Big O notation?,technical,scenario favoring inheritance|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,easy
technical_inheritance_over_stack,When would you use inheritance over stack?,technical,scenario favoring inheritance|scenario favoring stack|trade-offs|decision criteria,Software Engineer,hard
technical_inheritance_over_queue,When would you use inheritance over queue?,technical,scenario favoring inheritance|scenario favoring queue|trade-offs|decision criteria,Software Engineer,easy
technical_inheritance_over_dictionary,When would you use inheritance over dictionary?,technical,scenario favoring inheritance|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,easy
technical_inheritance_over_lambda_function,When would you use inheritance over lambda function?,technical,scenario favoring inheritance|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_virtual_memory,When would you use inheritance over virtual memory?,technical,scenario favoring inheritance|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_inheritance_over_exception_handling,When would you use inheritance over exception handling?,technical,scenario favoring inheritance|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,hard
technical_inheritance_over_binary_search,When would you use inheritance over binary search?,technical,scenario favoring inheritance|scenario favoring binary search|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_linked_list,When would you use inheritance over linked list?,technical,scenario favoring inheritance|scenario favoring linked list|trade-offs|decision criteria,Software Engineer,easy
technical_inheritance_over_merge_sort,When would you use inheritance over merge sort?,technical,scenario favoring inheritance|scenario favoring merge sort|trade-offs|decision criteria,Software Engineer,medium
technical_inheritance_over_interface,When would you use inheritance over interface?,technical,scenario favoring inheritance|scenario favoring interface|trade-offs|decision criteria,Software Engineer,easy
technical_encapsulation_over_polymorphism,When would you use encapsulation over polymorphism?,technical,scenario favoring encapsulation|scenario favoring polymorphism|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_pointers,When would you use encapsulation over pointers?,technical,scenario favoring encapsulation|scenario favoring pointers|trade-offs|decision criteria,Software Engineer,hard
technical_encapsulation_over_rest_api,When would you use encapsulation over REST API?,technical,scenario favoring encapsulation|scenario favoring REST API|trade-offs|decision criteria,Software Engineer,hard
technical_encapsulation_over_sql_injection,When would you use encapsulation over SQL injection?,technical,scenario favoring encapsulation|scenario favoring SQL injection|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_multithreading,When would you use encapsulation over multithreading?,technical,scenario favoring encapsulation|scenario favoring multithreading|trade-offs|decision criteria,Software Engineer,hard
technical_encapsulation_over_deadlock,When would you use encapsulation over deadlock?,technical,scenario favoring encapsulation|scenario favoring deadlock|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_garbage_collection,When would you use encapsulation over garbage collection?,technical,scenario favoring encapsulation|scenario favoring garbage collection|trade-offs|decision criteria,Software Engineer,hard
technical_encapsulation_over_big_o_notation,When would you use encapsulation over Big O notation?,technical,scenario favoring encapsulation|scenario favoring Big O notation|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_stack,When would you use encapsulation over stack?,technical,scenario favoring encapsulation|scenario favoring stack|trade-offs|decision criteria,Software Engineer,hard
technical_encapsulation_over_queue,When would you use encapsulation over queue?,technical,scenario favoring encapsulation|scenario favoring queue|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_dictionary,When would you use encapsulation over dictionary?,technical,scenario favoring encapsulation|scenario favoring dictionary|trade-offs|decision criteria,Software Engineer,hard
technical_encapsulation_over_lambda_function,When would you use encapsulation over lambda function?,technical,scenario favoring encapsulation|scenario favoring lambda function|trade-offs|decision criteria,Software Engineer,medium
technical_encapsulation_over_virtual_memory,When would you use encapsulation over virtual memory?,technical,scenario favoring encapsulation|scenario favoring virtual memory|trade-offs|decision criteria,Software Engineer,easy
technical_encapsulation_over_exception_handling,When would you use encapsulation over exception handling?,technical,scenario favoring encapsulation|scenario favoring exception handling|trade-offs|decision criteria,Software Engineer,hard
